shipment_id,customer_id,shipper_id,service_id,weight_kg,shipment_date,delivery_date,status,shipment_cost
746,1464,2,EXP,188.19,2025-04-26,2025-05-12,Pending,989.79
747,875,1,PRI,70.33,2025-05-23,2025-06-08,In Transit,773.0
748,387,1,STD,21.43,2025-06-04,2025-06-21,Cancelled,56.48
749,857,2,PRI,198.47,2025-01-25,2025-02-21,In Transit,2076.76
750,353,2,PRI,134.06,2025-09-06,2025-09-13,In Transit,1408.01
751,1868,3,STD,117.36,2024-11-03,2024-11-13,Delayed,268.66
752,1951,3,STD,90.22,2025-06-28,2025-07-26,Delivered,241.74
753,895,1,STD,14.31,2025-09-14,2025-09-21,Delivered,37.61
754,319,2,STD,89.07,2025-02-21,2025-03-22,Pending,225.88
755,1445,3,STD,178.59,2025-05-06,2025-05-08,In Transit,484.95
756,584,3,STD,59.04,2025-07-04,2025-07-22,Delayed,145.62
757,975,1,EXP,29.16,2025-09-01,2025-09-26,Cancelled,150.5
758,819,3,EXP,69.13,2024-12-13,2025-01-06,In Transit,312.06
759,1509,2,PRI,179.96,2025-03-31,2025-04-22,Delayed,1725.0
760,1761,2,EXP,67.8,2025-06-20,2025-07-08,In Transit,328.24
761,826,1,STD,26.34,2025-10-15,2025-10-31,Delivered,66.45
762,891,3,STD,101.28,2024-12-14,2025-01-06,Delivered,266.83
763,1806,3,EXP,130.2,2025-09-30,2025-10-04,In Transit,663.4
764,215,3,STD,176.81,2024-11-30,2024-12-23,Delivered,475.32
765,733,2,PRI,186.69,2024-12-12,2024-12-24,Pending,1734.99
766,181,2,STD,66.4,2025-04-30,2025-05-20,Cancelled,182.28
767,817,3,EXP,197.29,2025-07-12,2025-07-20,Cancelled,1065.17
768,1500,2,STD,46.36,2025-09-05,2025-09-14,Delivered,123.11
769,1167,2,STD,49.21,2025-06-18,2025-07-16,In Transit,111.19
770,963,2,PRI,124.91,2025-10-22,2025-10-27,In Transit,1286.54
771,1899,1,EXP,69.64,2025-01-31,2025-02-21,Pending,362.12
772,1259,1,PRI,16.94,2025-05-06,2025-05-27,Delivered,170.01
773,1676,2,PRI,191.49,2025-10-27,2025-11-04,Delayed,1830.17
774,273,2,EXP,69.93,2025-02-09,2025-03-05,Cancelled,369.18
775,867,1,EXP,129.33,2025-02-18,2025-03-09,Delivered,624.68
776,270,1,STD,132.13,2025-09-26,2025-10-21,Pending,344.41
777,19,3,EXP,46.98,2025-02-20,2025-03-21,Cancelled,256.82
778,387,1,EXP,149.49,2025-01-30,2025-02-11,Delivered,798.44
779,1300,2,PRI,180.38,2025-01-01,2025-01-22,Cancelled,1781.43
780,1320,1,EXP,14.79,2025-10-01,2025-10-09,Delivered,72.48
781,750,2,STD,56.52,2025-07-03,2025-07-23,Cancelled,146.77
782,518,3,PRI,186.35,2024-11-06,2024-12-03,Delivered,1811.99
783,1168,2,STD,11.58,2025-09-19,2025-10-15,Delayed,31.79
784,1167,2,STD,39.37,2025-02-27,2025-03-11,Pending,105.27
785,627,2,STD,186.32,2025-08-06,2025-08-28,Delivered,446.71
786,375,1,EXP,46.78,2025-07-08,2025-07-11,Delivered,246.37
787,1815,3,PRI,180.12,2025-08-16,2025-09-04,Pending,1622.36
788,1945,1,EXP,154.4,2025-06-30,2025-07-10,Cancelled,722.91
789,5,1,PRI,140.01,2025-03-14,2025-03-30,Delayed,1485.48
790,787,1,PRI,122.82,2024-12-22,2025-01-06,Cancelled,1152.25
791,433,3,PRI,79.07,2025-10-02,2025-10-16,Cancelled,757.16
792,1043,2,EXP,36.34,2025-05-11,2025-06-04,Delayed,184.53
793,643,1,PRI,66.96,2025-06-20,2025-07-05,In Transit,643.4
794,915,3,EXP,144.61,2025-10-29,2025-11-10,Delayed,699.93
795,1862,2,EXP,41.98,2025-05-30,2025-06-05,Pending,217.45
796,654,2,STD,19.24,2025-06-20,2025-07-18,Pending,47.19
797,58,3,PRI,105.23,2024-12-28,2025-01-12,In Transit,1063.53
798,1802,1,STD,130.74,2025-08-13,2025-08-20,Pending,340.29
799,1290,1,STD,190.8,2025-06-12,2025-07-05,Delayed,438.81
800,1541,3,EXP,184.9,2025-01-25,2025-02-03,Cancelled,878.29
801,1396,2,PRI,170.83,2025-01-15,2025-02-07,Delayed,1755.73
802,1934,3,EXP,95.73,2025-03-12,2025-03-13,Delivered,460.16
803,209,1,PRI,28.13,2025-05-30,2025-06-25,Delivered,306.95
804,1184,2,STD,109.93,2025-02-14,2025-03-08,Pending,284.74
805,725,1,EXP,182.2,2025-05-18,2025-05-21,In Transit,969.66
806,875,3,STD,152.99,2025-04-24,2025-05-04,Cancelled,351.23
807,1416,3,STD,76.82,2025-10-25,2025-11-21,In Transit,187.31
808,812,1,EXP,58.84,2025-01-24,2025-02-09,Pending,269.13
809,341,1,EXP,95.58,2025-08-23,2025-09-10,Delayed,490.36
810,486,2,PRI,39.02,2025-08-30,2025-09-16,Delivered,374.17
811,129,1,PRI,157.49,2024-11-07,2024-12-03,Cancelled,1634.02
812,210,3,EXP,177.06,2024-12-03,2024-12-28,Cancelled,940.97
813,478,3,STD,72.38,2025-09-24,2025-10-01,In Transit,179.61
814,1388,3,EXP,34.09,2025-03-31,2025-04-05,Cancelled,177.56
815,688,2,PRI,134.18,2025-01-11,2025-01-18,Delayed,1384.74
816,1579,3,PRI,184.68,2025-03-25,2025-04-17,Pending,1808.12
817,825,2,EXP,15.4,2025-02-19,2025-02-22,In Transit,81.9
818,726,3,EXP,21.74,2025-03-23,2025-04-13,Pending,116.75
819,1630,3,STD,121.5,2025-05-08,2025-05-29,Cancelled,331.7
820,1351,3,EXP,188.74,2025-05-11,2025-06-03,Delayed,939.64
821,1189,1,STD,4.42,2025-01-25,2025-02-05,Delivered,11.64
822,405,2,PRI,51.86,2025-09-27,2025-10-18,Delivered,491.6
823,1844,1,STD,163.44,2025-06-10,2025-06-20,Delayed,394.58
824,1072,2,STD,8.03,2025-10-19,2025-10-25,In Transit,18.9
825,1455,3,PRI,109.36,2025-02-10,2025-03-11,Pending,1034.78
826,765,1,EXP,99.23,2025-10-03,2025-10-29,Delivered,486.05
827,327,1,EXP,193.48,2024-11-28,2024-12-15,In Transit,924.07
828,87,3,STD,23.99,2025-03-06,2025-03-08,Cancelled,65.2
829,1041,1,PRI,49.96,2025-03-15,2025-04-03,Delayed,460.51
830,834,1,EXP,22.29,2025-06-02,2025-06-06,Delivered,109.71
831,891,1,PRI,71.81,2025-02-14,2025-03-05,Delivered,684.86
832,555,1,EXP,160.88,2025-05-12,2025-05-23,Cancelled,795.34
833,22,1,STD,195.48,2025-07-18,2025-07-20,Pending,513.86
834,1337,1,EXP,179.55,2025-04-03,2025-04-14,In Transit,921.91
835,28,2,PRI,102.8,2025-06-24,2025-06-25,Delivered,955.09
836,1432,2,PRI,140.06,2025-06-04,2025-06-16,Delivered,1458.97
837,1524,3,PRI,167.42,2025-05-27,2025-06-14,Pending,1780.28
838,1553,2,STD,112.01,2025-09-12,2025-10-12,Cancelled,286.13
839,132,2,STD,74.84,2024-11-08,2024-11-20,In Transit,183.57
840,1078,2,PRI,47.36,2025-07-04,2025-07-08,Pending,519.58
841,460,3,PRI,31.75,2025-01-23,2025-02-03,Delivered,303.3
842,1143,3,PRI,92.43,2025-02-14,2025-03-09,Delivered,1009.29
843,152,3,EXP,98.69,2025-04-20,2025-05-01,Delivered,505.59
844,1157,2,PRI,68.63,2025-03-18,2025-03-20,Delivered,645.45
845,1025,1,EXP,110.53,2025-06-30,2025-07-03,Cancelled,582.83
846,1396,3,PRI,155.38,2025-02-04,2025-03-01,Pending,1642.99
847,755,2,STD,164.01,2025-09-29,2025-10-16,Pending,445.42
848,1995,3,PRI,31.23,2025-04-02,2025-04-08,Delayed,287.69
849,932,1,EXP,64.11,2025-10-24,2025-11-02,Cancelled,323.7
850,1256,2,STD,93.13,2024-11-20,2024-11-22,Delayed,241.9
851,1156,2,EXP,62.49,2025-07-19,2025-08-08,Cancelled,307.65
852,1571,2,STD,164.47,2025-02-24,2025-02-26,Delivered,390.74
853,624,1,STD,30.94,2025-03-20,2025-03-21,Pending,83.44
854,556,3,STD,152.74,2024-11-24,2024-12-16,Cancelled,347.94
855,22,1,STD,75.76,2025-03-07,2025-04-01,Delayed,188.22
856,1355,2,EXP,85.09,2025-01-07,2025-01-09,Delivered,393.83
857,1853,2,EXP,29.36,2025-06-13,2025-07-03,Cancelled,151.38
858,472,2,STD,139.45,2024-12-21,2025-01-20,Cancelled,378.34
859,536,3,STD,9.53,2025-01-08,2025-01-17,Pending,25.06
860,333,3,STD,35.99,2025-08-20,2025-09-02,In Transit,85.27
861,950,1,PRI,94.77,2025-05-25,2025-06-20,In Transit,1039.26
862,646,1,EXP,125.97,2024-12-06,2024-12-07,Pending,608.58
863,1026,2,PRI,81.59,2025-03-08,2025-03-24,Cancelled,778.42
864,1975,3,STD,142.5,2025-07-03,2025-07-30,In Transit,377.74
865,297,2,EXP,137.87,2025-05-24,2025-06-05,Cancelled,703.78
866,1231,1,STD,70.39,2025-04-07,2025-04-21,Pending,160.19
867,37,1,STD,38.55,2024-12-15,2024-12-17,Cancelled,96.63
868,455,2,STD,73.85,2025-01-21,2025-02-20,Pending,193.78
869,514,3,EXP,57.24,2024-12-13,2024-12-16,In Transit,300.88
870,1227,1,PRI,168.54,2025-04-25,2025-05-12,Pending,1853.48
871,1520,3,STD,193.99,2025-08-11,2025-09-03,Delivered,520.22
872,1566,2,STD,151.19,2025-05-31,2025-06-08,Pending,355.52
873,437,2,STD,136.32,2025-10-26,2025-11-22,Delayed,369.99
874,1706,2,STD,22.83,2025-06-29,2025-07-21,Pending,58.41
875,1151,1,PRI,45.1,2025-04-08,2025-04-27,Delivered,428.96
876,1801,1,EXP,39.97,2025-05-22,2025-06-13,Delayed,198.68
877,737,1,STD,2.29,2025-08-22,2025-09-20,Delayed,5.27
878,1363,1,PRI,155.09,2025-06-12,2025-06-18,Pending,1647.57
879,1764,1,PRI,27.04,2025-10-18,2025-10-27,In Transit,244.37
880,771,3,EXP,18.7,2025-04-11,2025-05-04,Pending,90.34
881,19,2,PRI,139.76,2025-10-02,2025-10-04,Cancelled,1391.93
882,1838,3,EXP,10.84,2025-08-05,2025-08-10,Pending,56.78
883,1526,2,EXP,102.82,2025-06-08,2025-06-23,In Transit,563.08
884,433,1,STD,196.47,2025-07-30,2025-08-28,Cancelled,472.89
885,1938,3,STD,156.29,2025-10-18,2025-11-09,Delivered,421.29
886,37,3,PRI,78.24,2025-06-29,2025-07-11,Delayed,849.27
887,260,3,PRI,7.07,2025-10-30,2025-11-26,Pending,70.59
888,623,2,STD,140.87,2025-09-11,2025-09-28,Cancelled,364.89
889,459,2,PRI,15.7,2024-11-19,2024-12-16,Pending,170.09
890,1902,1,PRI,94.64,2025-01-08,2025-01-23,Pending,1009.68
891,1943,1,EXP,168.3,2025-02-19,2025-02-22,Delayed,827.29
892,1648,3,PRI,135.36,2024-12-10,2024-12-23,Delivered,1218.51
893,907,2,STD,61.54,2025-06-11,2025-06-24,Cancelled,165.9
894,613,3,PRI,83.23,2025-07-16,2025-08-03,In Transit,879.49
895,1756,1,EXP,197.93,2025-04-23,2025-05-13,Pending,981.93
896,1118,2,PRI,52.56,2025-07-13,2025-07-19,Pending,571.86
897,1106,1,EXP,20.15,2025-04-11,2025-04-19,In Transit,108.8
898,767,2,EXP,172.46,2025-04-30,2025-05-01,Cancelled,782.35
899,863,1,PRI,114.85,2025-06-20,2025-06-21,In Transit,1200.06
900,1699,3,EXP,191.38,2025-10-08,2025-10-25,Delivered,960.37
901,1023,1,STD,97.75,2025-09-29,2025-10-02,Cancelled,232.75
902,1067,2,EXP,181.03,2025-03-20,2025-04-02,Delayed,838.18
903,717,3,STD,53.99,2025-04-20,2025-04-21,Delayed,145.93
904,689,1,STD,162.25,2025-03-08,2025-04-05,In Transit,424.89
905,865,3,PRI,93.2,2024-12-16,2025-01-09,Pending,871.34
906,1825,1,PRI,191.32,2025-07-04,2025-07-24,Cancelled,1764.78
907,1512,3,PRI,138.33,2025-04-25,2025-04-28,Delayed,1251.14
908,1836,3,STD,66.68,2025-06-15,2025-06-18,Cancelled,179.77
909,764,1,EXP,53.04,2025-10-24,2025-11-21,Cancelled,244.64
910,949,3,PRI,65.67,2025-09-19,2025-10-11,In Transit,692.45
911,1823,1,STD,139.68,2025-07-13,2025-07-16,Cancelled,379.15
912,1745,2,STD,48.41,2025-07-21,2025-07-26,Delivered,117.39
913,926,2,PRI,90.51,2024-11-05,2024-11-22,Delivered,861.59
914,48,2,STD,28.35,2025-09-01,2025-09-13,Pending,69.42
915,290,1,EXP,169.35,2025-04-29,2025-05-01,Delivered,855.84
916,1780,2,PRI,196.23,2025-07-03,2025-07-31,Delayed,1993.99
917,1969,2,EXP,42.47,2025-03-26,2025-04-14,Delayed,207.65
918,493,3,STD,77.69,2025-06-02,2025-06-14,Cancelled,200.16
919,1107,2,PRI,113.24,2025-01-10,2025-01-12,Pending,1053.27
920,462,1,PRI,182.51,2025-10-01,2025-10-07,In Transit,1936.68
921,306,3,PRI,31.52,2025-02-17,2025-03-05,Delivered,307.52
922,1593,1,STD,24.96,2025-03-05,2025-03-07,Delayed,63.65
923,730,2,STD,169.95,2025-09-26,2025-09-28,Cancelled,455.56
924,82,1,EXP,43.0,2025-06-10,2025-06-11,Pending,234.7
925,149,3,EXP,129.58,2025-06-20,2025-06-22,Pending,597.34
926,1000,2,EXP,189.95,2025-08-13,2025-09-04,Pending,968.87
927,1556,2,EXP,131.62,2025-06-16,2025-06-26,Cancelled,635.83
928,1207,2,PRI,148.34,2025-08-23,2025-09-02,In Transit,1555.68
929,1800,1,PRI,47.25,2024-11-16,2024-11-19,Cancelled,506.61
930,1621,3,PRI,99.39,2025-10-15,2025-10-17,Pending,1050.57
931,917,3,STD,73.05,2025-01-04,2025-01-20,Delayed,166.7
932,843,1,EXP,84.52,2025-09-25,2025-10-21,Delayed,434.93
933,1004,1,EXP,60.46,2025-09-08,2025-09-13,Delivered,292.74
934,1623,2,STD,123.2,2025-08-20,2025-08-23,In Transit,282.93
935,1041,1,STD,126.51,2025-09-23,2025-10-15,Pending,329.15
936,1346,3,STD,130.94,2025-03-02,2025-03-23,Pending,315.37
937,1432,3,PRI,164.69,2024-12-17,2025-01-02,In Transit,1799.87
938,830,1,PRI,192.75,2024-12-10,2025-01-07,Delayed,1821.65
939,1128,2,STD,127.21,2025-09-08,2025-09-30,Pending,335.37
940,15,3,STD,135.75,2024-12-05,2024-12-19,Pending,364.98
941,162,2,STD,119.38,2024-12-12,2025-01-05,In Transit,315.15
942,544,2,STD,173.88,2025-02-13,2025-02-21,Pending,462.0
943,1471,3,PRI,176.37,2024-12-04,2024-12-11,In Transit,1800.41
944,365,1,EXP,170.22,2024-12-09,2024-12-14,Cancelled,877.82
945,914,3,EXP,133.43,2024-12-30,2025-01-20,In Transit,632.65
946,1971,3,STD,104.93,2025-09-23,2025-10-11,Delivered,238.69
947,551,1,PRI,61.59,2025-07-16,2025-07-22,Pending,665.5
948,1540,3,STD,133.73,2025-05-02,2025-05-22,Cancelled,346.45
949,1588,1,EXP,111.76,2025-10-26,2025-11-16,In Transit,543.14
950,1024,3,PRI,178.64,2024-11-10,2024-11-22,In Transit,1725.08
951,1026,3,STD,140.16,2025-03-04,2025-03-06,Pending,376.6
952,17,1,STD,39.52,2025-08-24,2025-09-19,Cancelled,98.76
953,390,2,PRI,94.87,2025-10-29,2025-11-27,Delivered,944.83
954,1277,1,EXP,188.15,2025-08-24,2025-09-23,Cancelled,894.62
955,1909,2,EXP,68.86,2025-06-23,2025-06-25,In Transit,363.06
956,1789,2,EXP,188.7,2025-08-06,2025-08-08,In Transit,1003.37
957,1214,3,EXP,175.1,2025-03-29,2025-04-13,In Transit,945.96
958,1409,1,PRI,92.1,2025-07-12,2025-08-08,Cancelled,897.08
959,1763,1,EXP,138.45,2025-07-25,2025-08-03,Cancelled,726.54
960,1549,2,STD,50.93,2025-06-19,2025-07-02,Delayed,139.06
961,226,2,EXP,171.88,2025-03-20,2025-04-01,In Transit,799.61
962,518,2,EXP,30.32,2025-03-04,2025-03-11,In Transit,153.24
963,506,1,STD,173.9,2024-11-13,2024-11-22,Pending,456.78
964,487,2,EXP,163.77,2025-10-20,2025-11-08,In Transit,893.14
965,1491,3,EXP,189.43,2025-06-26,2025-07-25,Delayed,937.8
966,1491,3,EXP,25.31,2025-05-26,2025-06-22,Delivered,138.22
967,139,2,STD,162.15,2024-12-26,2025-01-13,Delayed,427.72
968,1360,2,PRI,40.8,2024-12-24,2024-12-31,Delayed,382.51
969,1770,2,PRI,109.24,2025-06-29,2025-07-07,In Transit,1065.95
970,1689,3,STD,143.36,2025-08-29,2025-09-18,Delivered,381.77
971,406,1,PRI,39.08,2025-03-20,2025-04-16,Delayed,427.53
972,64,1,EXP,163.83,2024-11-13,2024-12-11,Pending,866.64
973,1689,3,EXP,195.07,2025-01-07,2025-01-31,Delayed,933.28
974,1293,3,EXP,113.5,2025-04-07,2025-04-15,Pending,623.56
975,979,2,STD,49.43,2024-11-26,2024-12-04,Pending,117.05
976,531,2,PRI,157.19,2025-09-19,2025-10-13,In Transit,1497.29
977,1071,2,STD,169.49,2024-11-17,2024-11-20,In Transit,403.32
978,198,1,STD,17.15,2025-03-22,2025-04-19,Cancelled,45.29
979,543,1,PRI,108.58,2025-10-27,2025-11-11,Delivered,1063.25
980,1744,1,EXP,136.59,2025-03-17,2025-04-02,Delayed,746.9
981,1325,2,PRI,184.0,2025-02-28,2025-03-28,Cancelled,1952.06
982,710,3,STD,61.03,2024-12-03,2024-12-16,Pending,156.82
983,3,2,EXP,177.94,2025-05-21,2025-06-12,Pending,960.81
984,133,1,PRI,51.57,2025-08-15,2025-08-26,Delayed,508.69
985,1446,1,PRI,69.71,2024-10-31,2024-11-19,Delayed,700.59
986,690,2,STD,50.79,2025-09-30,2025-10-22,Pending,133.17
987,1713,2,STD,186.38,2024-11-21,2024-11-26,Pending,481.03
988,1968,2,EXP,168.83,2025-02-02,2025-02-13,In Transit,815.36
989,758,3,EXP,39.4,2025-03-15,2025-03-28,Delayed,194.77
990,1011,3,EXP,156.96,2025-02-05,2025-02-17,Delivered,770.86
991,233,1,PRI,137.08,2025-07-30,2025-08-13,Pending,1401.58
992,1652,3,PRI,151.11,2025-05-30,2025-06-15,Cancelled,1643.22
993,298,2,EXP,74.7,2025-09-24,2025-09-30,Delivered,343.77
994,1395,2,EXP,157.49,2024-12-28,2025-01-26,In Transit,844.83
995,879,3,PRI,88.45,2025-07-18,2025-08-02,Delayed,944.48
996,1094,1,PRI,30.79,2024-12-29,2025-01-03,In Transit,319.21
997,1609,3,EXP,97.75,2025-09-07,2025-10-07,Pending,493.86
998,867,1,PRI,173.33,2025-09-26,2025-10-03,Cancelled,1593.28
999,1520,3,EXP,172.0,2024-11-26,2024-11-27,Pending,792.68
1000,333,3,EXP,61.0,2024-12-25,2025-01-23,Cancelled,286.7
1001,933,1,STD,52.28,2025-06-16,2025-07-01,Cancelled,131.34
1002,1281,3,STD,102.88,2024-11-30,2024-12-23,Pending,238.79
1003,810,1,PRI,193.45,2024-12-04,2024-12-13,Delayed,1911.27
1004,1256,1,PRI,31.94,2025-06-15,2025-06-25,Delivered,327.28
1005,308,2,PRI,64.14,2025-01-24,2025-02-13,Delivered,635.52
1006,1607,3,EXP,113.65,2025-10-08,2025-10-22,Delivered,597.11
1007,210,2,EXP,112.91,2025-07-30,2025-08-13,Delayed,568.23
1008,1007,3,EXP,169.43,2025-04-11,2025-05-01,Pending,920.81
1009,1194,2,PRI,199.68,2025-01-19,2025-01-30,Cancelled,1852.58
1010,1304,1,EXP,132.15,2025-10-16,2025-11-15,Delivered,653.15
1011,1663,2,STD,175.24,2025-08-22,2025-09-05,Pending,431.84
1012,48,3,STD,144.57,2025-05-01,2025-05-27,Pending,358.24
1013,609,2,PRI,171.71,2024-12-24,2024-12-27,Delayed,1547.62
1014,393,1,PRI,78.2,2025-05-14,2025-05-18,In Transit,714.03
1015,168,3,PRI,46.35,2024-12-03,2024-12-25,Delayed,445.42
1016,350,3,EXP,117.22,2024-12-06,2024-12-22,Delayed,629.01
1017,848,1,EXP,16.3,2025-10-16,2025-10-24,Delayed,83.06
1018,1497,1,EXP,82.39,2025-04-21,2025-05-09,Delivered,406.19
1019,1327,2,STD,90.03,2025-03-17,2025-03-25,In Transit,230.62
1020,1157,2,STD,89.28,2024-11-28,2024-12-22,Delivered,214.34
1021,1432,3,PRI,117.65,2025-03-13,2025-03-25,Pending,1144.88
1022,442,2,EXP,125.95,2025-07-16,2025-08-03,Pending,680.17
1023,1175,3,STD,72.28,2025-10-22,2025-11-01,Delayed,192.61
1024,1979,3,STD,197.44,2025-04-15,2025-05-15,Cancelled,514.63
1025,1449,1,STD,40.68,2025-10-26,2025-11-03,Delivered,106.69
1026,1047,1,STD,77.29,2025-04-23,2025-05-23,Delayed,196.39
1027,317,1,PRI,73.57,2024-12-26,2024-12-27,Cancelled,689.69
1028,1970,2,EXP,119.78,2025-10-31,2025-11-18,Delayed,558.06
1029,1725,2,PRI,125.38,2025-07-31,2025-08-08,Pending,1252.84
1030,189,1,PRI,188.76,2025-09-11,2025-09-22,Delivered,2026.77
1031,1359,3,STD,105.78,2025-01-01,2025-01-29,Cancelled,238.08
1032,1477,3,STD,18.66,2025-05-09,2025-05-14,Delivered,48.71
1033,155,2,PRI,168.96,2025-07-25,2025-08-18,Delivered,1628.93
1034,1614,3,EXP,133.77,2025-02-07,2025-02-16,Delayed,711.7
1035,290,1,STD,146.74,2025-03-01,2025-03-25,Delayed,382.86
1036,171,1,STD,14.01,2025-01-21,2025-02-01,Delivered,35.95
1037,1907,1,EXP,69.21,2025-06-03,2025-06-23,Delivered,338.71
1038,124,1,STD,122.92,2025-01-19,2025-01-31,In Transit,307.23
1039,709,2,STD,148.27,2025-01-22,2025-02-05,Delivered,380.34
1040,398,3,PRI,48.87,2025-06-09,2025-07-09,Delivered,486.14
1041,1370,3,EXP,123.16,2025-01-14,2025-01-17,Cancelled,601.12
1042,1461,2,EXP,6.42,2024-12-17,2024-12-30,In Transit,29.28
1043,936,2,EXP,131.85,2025-09-13,2025-09-17,Delivered,721.36
1044,45,2,PRI,111.67,2024-11-29,2024-12-26,In Transit,1142.06
1045,1619,2,EXP,87.12,2024-12-02,2024-12-17,Pending,411.4
1046,718,1,EXP,51.9,2024-12-16,2025-01-02,Delayed,234.45
1047,450,3,EXP,18.81,2025-08-15,2025-08-29,Delayed,92.04
1048,1489,2,STD,54.43,2025-10-09,2025-11-05,Cancelled,148.05
1049,980,3,STD,179.86,2025-05-20,2025-05-26,Delivered,417.0
1050,1498,1,PRI,13.5,2025-01-09,2025-01-23,Delivered,138.82
1051,360,2,EXP,185.97,2025-02-10,2025-02-14,Cancelled,956.37
1052,932,3,EXP,187.95,2025-06-19,2025-06-28,In Transit,893.06
1053,956,1,STD,72.1,2024-12-14,2024-12-20,Delayed,179.37
1054,1124,1,PRI,175.43,2025-09-07,2025-09-25,Delayed,1664.98
1055,840,2,PRI,20.36,2025-02-04,2025-02-26,Pending,219.73
1056,904,1,PRI,32.72,2025-02-09,2025-02-20,Delivered,302.88
1057,980,1,PRI,33.04,2025-06-05,2025-06-27,Pending,347.96
1058,1147,3,EXP,45.0,2024-11-16,2024-12-09,In Transit,243.98
1059,1260,2,EXP,58.84,2025-05-16,2025-05-22,In Transit,293.23
1060,1894,2,EXP,178.38,2025-04-24,2025-05-02,Delayed,968.5
1061,279,2,STD,39.67,2025-08-20,2025-09-12,Pending,100.56
1062,1779,1,PRI,55.52,2025-02-23,2025-03-09,In Transit,576.65
1063,1034,1,PRI,126.09,2025-10-26,2025-11-08,Delivered,1245.4
1064,511,3,PRI,76.78,2025-05-08,2025-05-13,In Transit,774.95
1065,517,1,PRI,1.31,2025-02-06,2025-02-11,Cancelled,12.91
1066,467,3,STD,2.52,2025-10-22,2025-11-06,In Transit,6.23
1067,609,2,PRI,146.73,2025-10-21,2025-11-04,Pending,1447.8
1068,1261,3,PRI,11.88,2025-09-09,2025-09-13,Delayed,130.48
1069,1700,3,STD,145.07,2025-10-25,2025-11-07,Cancelled,388.1
1070,648,1,PRI,9.51,2025-09-25,2025-09-28,Cancelled,99.37
1071,378,2,PRI,195.79,2025-07-15,2025-08-04,In Transit,2110.74
1072,469,3,EXP,70.54,2025-01-14,2025-02-06,Delivered,376.55
1073,1215,1,STD,163.61,2025-06-16,2025-07-10,Cancelled,435.91
1074,631,3,EXP,78.9,2024-11-25,2024-11-27,Delivered,355.46
1075,1546,2,PRI,190.99,2025-01-31,2025-02-06,Delayed,2091.23
1076,1733,3,PRI,135.9,2025-01-11,2025-02-04,Delivered,1482.51
1077,734,3,EXP,159.8,2024-12-22,2025-01-02,Delivered,836.35
1078,330,3,EXP,133.27,2025-08-15,2025-08-27,Pending,727.5
1079,933,2,PRI,172.21,2025-03-12,2025-04-06,Delivered,1712.14
1080,1831,2,STD,61.24,2025-04-07,2025-04-29,Delayed,164.68
1081,1896,2,STD,46.14,2025-02-12,2025-02-22,In Transit,113.03
1082,1002,1,EXP,25.14,2025-09-30,2025-10-24,Cancelled,131.9
1083,1317,1,STD,125.73,2025-08-13,2025-08-26,Cancelled,284.93
1084,1049,1,PRI,168.33,2025-10-27,2025-11-04,Pending,1700.48
1085,1500,3,STD,198.54,2025-10-15,2025-11-08,Cancelled,479.33
1086,1583,1,STD,143.59,2025-07-02,2025-07-08,In Transit,368.16
1087,457,3,PRI,123.13,2025-03-30,2025-04-24,Delayed,1279.55
1088,27,1,PRI,7.3,2025-05-16,2025-06-06,In Transit,68.79
1089,252,3,STD,71.63,2025-04-26,2025-05-23,Delayed,169.05
1090,1926,3,PRI,185.54,2025-05-12,2025-05-29,In Transit,1787.26
1091,1451,1,PRI,41.42,2025-10-05,2025-10-13,Delivered,376.43
1092,714,3,STD,178.99,2025-04-12,2025-04-18,In Transit,491.84
1093,604,3,PRI,81.51,2025-02-05,2025-02-20,Pending,758.39
1094,622,2,PRI,165.44,2025-09-27,2025-10-05,Delivered,1705.35
1095,1050,2,PRI,120.17,2025-05-11,2025-06-03,Delivered,1206.53
1096,388,2,PRI,89.39,2025-01-29,2025-02-01,Delayed,868.29
1097,1594,2,EXP,126.59,2025-04-09,2025-04-13,In Transit,625.48
1098,1641,1,EXP,122.77,2025-07-06,2025-07-29,Pending,578.25
1099,1732,1,EXP,144.12,2025-08-08,2025-08-10,Delivered,703.11
1100,1870,3,PRI,11.98,2024-12-08,2024-12-13,Pending,124.11
1101,1049,3,PRI,22.95,2025-03-15,2025-04-01,Delivered,223.68
1102,1801,2,EXP,171.08,2025-03-26,2025-04-13,Cancelled,917.64
1103,271,1,STD,191.89,2025-02-03,2025-02-16,Delivered,499.98
1104,227,2,PRI,57.56,2025-07-15,2025-07-27,In Transit,607.41
1105,1352,1,STD,121.13,2025-06-19,2025-07-10,Pending,303.35
1106,629,3,PRI,40.74,2024-11-04,2024-11-07,Cancelled,442.19
1107,168,2,EXP,107.72,2025-03-25,2025-03-27,Delayed,539.92
1108,157,1,STD,159.78,2025-04-20,2025-04-25,Delayed,410.58
1109,1997,2,PRI,5.1,2025-04-27,2025-05-17,Delayed,53.72
1110,515,2,EXP,8.17,2025-07-12,2025-08-10,Delivered,42.8
1111,1815,2,EXP,28.25,2025-10-24,2025-11-06,Pending,131.7
1112,725,3,PRI,25.91,2025-10-23,2025-11-22,Delayed,253.6
1113,319,1,PRI,191.37,2025-10-19,2025-11-05,Cancelled,1765.67
1114,641,3,PRI,148.78,2025-03-11,2025-03-28,Pending,1598.78
1115,1277,3,EXP,152.49,2025-08-25,2025-09-08,Delivered,688.11
